from,to,rate,bank,date,market_rate,hidden_fee
HUF,BGN,0.005936127270568681,OTP Bank,2019-05-18,0.00599564,5.951272943131858e-05
CAD,HUF,215.01,OTP Bank,2019-05-18,217.127,2.1170000000000186
HUF,CAD,0.0045589240939138366,OTP Bank,2019-05-18,0.00460561,4.668590608616387e-05
CHF,HUF,286.15,OTP Bank,2019-05-18,289.203,3.0529999999999973
HUF,CHF,0.003425478710649813,OTP Bank,2019-05-18,0.00345778,3.2301289350187244e-05
CNY,HUF,41.83,OTP Bank,2019-05-18,42.2632,0.43319999999999936
HUF,CNY,0.02343566908835247,OTP Bank,2019-05-18,0.0236613,0.00022563091164752927
CZK,HUF,12.54,OTP Bank,2019-05-18,12.6646,0.12460000000000093
HUF,CZK,0.07818608287724786,OTP Bank,2019-05-18,0.07896,0.0007739171227521408
DKK,HUF,43.25,OTP Bank,2019-05-18,43.685,0.4350000000000023
HUF,DKK,0.022665457842248413,OTP Bank,2019-05-18,0.0228912,0.0002257421577515871
HRK,HUF,43.49,OTP Bank,2019-05-18,43.9273,0.43730000000000047
HUF,HRK,0.0225377507324769,OTP Bank,2019-05-18,0.0227649,0.0002271492675231003
JPY,HUF,2.6322,OTP Bank,2019-05-18,2.6566400000000003,0.02444000000000024
HUF,JPY,0.3723840023832576,OTP Bank,2019-05-18,0.376416,0.004031997616742389
MXN,HUF,15.11,OTP Bank,2019-05-18,15.2589,0.14890000000000114
HUF,MXN,0.06489292667099286,OTP Bank,2019-05-18,0.06553540000000001,0.0006424733290071455
NOK,HUF,32.96,OTP Bank,2019-05-18,33.2418,0.28179999999999694
HUF,NOK,0.029735355337496282,OTP Bank,2019-05-18,0.030082599999999998,0.0003472446625037151
PLN,HUF,75.03,OTP Bank,2019-05-18,75.7532,0.7232000000000056
HUF,PLN,0.013065064018813691,OTP Bank,2019-05-18,0.013200799999999999,0.00013573598118630723
RON,HUF,67.83,OTP Bank,2019-05-18,68.5209,0.6908999999999992
HUF,RON,0.01445086705202312,OTP Bank,2019-05-18,0.0145941,0.0001432329479768811
RSD,HUF,2.74,OTP Bank,2019-05-18,2.76583,0.025829999999999576
HUF,RSD,0.35842293906810035,OTP Bank,2019-05-18,0.361555,0.0031320609318996606
RUB,HUF,4.47,OTP Bank,2019-05-18,4.51593,0.04593000000000025
HUF,RUB,0.2192982456140351,OTP Bank,2019-05-18,0.22143800000000002,0.0021397543859649204
SEK,HUF,30.01,OTP Bank,2019-05-18,30.3257,0.31569999999999965
HUF,SEK,0.032658393207054215,OTP Bank,2019-05-18,0.032975300000000006,0.0003169067929457911
TRY,HUF,47.82,OTP Bank,2019-05-18,48.2913,0.4712999999999994
HUF,TRY,0.02050020500205002,OTP Bank,2019-05-18,0.0207077,0.00020749499794997864
UAH,HUF,10.97,OTP Bank,2019-05-18,11.0896,0.11960000000000015
HUF,UAH,0.08936550491510277,OTP Bank,2019-05-18,0.09017489999999999,0.0008093950848972187
ZAR,HUF,20.07,OTP Bank,2019-05-18,20.2472,0.17719999999999914
HUF,ZAR,0.04885197850512946,OTP Bank,2019-05-18,0.049389499999999996,0.0005375214948705326
AUD,CZK,15.468,Česká spořitelna,2019-05-19,15.8558,0.38780000000000037
CZK,AUD,0.061496832913104975,Česká spořitelna,2019-05-19,0.0630683,0.001571467086895019
GBP,CZK,28.669,Česká spořitelna,2019-05-19,29.3706,0.7015999999999991
CZK,GBP,0.033179601181193806,Česká spořitelna,2019-05-19,0.0340476,0.0008679988188061913
BGN,CZK,12.817,Česká spořitelna,2019-05-19,13.1695,0.35249999999999915
CZK,BGN,0.07421701053881549,Česká spořitelna,2019-05-19,0.0759328,0.0017157894611845026
DKK,CZK,3.3569999999999998,Česká spořitelna,2019-05-19,3.44936,0.09236000000000022
CZK,DKK,0.2833663927458204,Česká spořitelna,2019-05-19,0.28990900000000003,0.006542607254179655
EUR,CZK,25.066999999999997,Česká spořitelna,2019-05-19,25.7595,0.6925000000000026
CZK,EUR,0.03794634386976815,Česká spořitelna,2019-05-19,0.0388206,0.00087425613023185
HKD,CZK,2.855,Česká spořitelna,2019-05-19,2.9412599999999998,0.08625999999999978
CZK,HKD,0.3331112591605597,Česká spořitelna,2019-05-19,0.33999,0.006878740839440289
HRK,CZK,3.3760000000000003,Česká spořitelna,2019-05-19,3.46849,0.09248999999999974
CZK,HRK,0.2817695125387433,Česká spořitelna,2019-05-19,0.28831,0.006540487461256683
JPY,CZK,0.20402,Česká spořitelna,2019-05-19,0.20976799999999998,0.005747999999999975
CZK,JPY,4.662439388287952,Česká spořitelna,2019-05-19,4.76717,0.10473061171204812
ZAR,CZK,1.579,Česká spořitelna,2019-05-19,1.5987200000000001,0.019720000000000182
CZK,ZAR,0.6024096385542169,Česká spořitelna,2019-05-19,0.625501,0.023091361445783054
CAD,CZK,16.692,Česká spořitelna,2019-05-19,17.1443,0.45230000000000103
CZK,CAD,0.05698655117392296,Česká spořitelna,2019-05-19,0.0583284,0.0013418488260770398
HUF,CZK,0.07727,Česká spořitelna,2019-05-19,0.07896,0.001689999999999997
CZK,HUF,12.310722639418936,Česká spořitelna,2019-05-19,12.6646,0.35387736058106434
NOK,CZK,2.569,Česká spořitelna,2019-05-19,2.6247700000000003,0.05577000000000032
CZK,NOK,0.3703703703703704,Česká spořitelna,2019-05-19,0.380986,0.010615629629629586
NZD,CZK,14.692,Česká spořitelna,2019-05-19,15.0408,0.34880000000000067
CZK,NZD,0.06474168069403081,Česká spořitelna,2019-05-19,0.06648580000000001,0.0017441193059691967
PLN,CZK,5.831,Česká spořitelna,2019-05-19,5.98147,0.15046999999999944
CZK,PLN,0.1631321370309951,Česká spořitelna,2019-05-19,0.167183,0.0040508629690048925
RON,CZK,5.263999999999999,Česká spořitelna,2019-05-19,5.41041,0.14641000000000037
CZK,RON,0.18070112034694616,Česká spořitelna,2019-05-19,0.184829,0.004127879653053834
RUB,CZK,0.34202,Česká spořitelna,2019-05-19,0.356577,0.014556999999999987
CZK,RUB,2.698909640505236,Česká spořitelna,2019-05-19,2.80444,0.10553035949476408
SEK,CZK,2.329,Česká spořitelna,2019-05-19,2.39452,0.0655199999999998
CZK,SEK,0.4084967320261438,Česká spořitelna,2019-05-19,0.417621,0.009124267973856237
CHF,CZK,22.189,Česká spořitelna,2019-05-19,22.8354,0.6463999999999999
CZK,CHF,0.042870616479464975,Česká spořitelna,2019-05-19,0.0437916,0.000920983520535025
TND,CZK,7.492999999999999,Česká spořitelna,2019-05-19,7.70596,0.2129600000000007
CZK,TND,0.12695188523549575,Česká spořitelna,2019-05-19,0.12977,0.002818114764504248
TRY,CZK,3.7230000000000003,Česká spořitelna,2019-05-19,3.8130800000000002,0.09007999999999994
CZK,TRY,0.25549310168625444,Česká spořitelna,2019-05-19,0.262255,0.0067618983137455735
USD,CZK,22.41,Česká spořitelna,2019-05-19,23.0882,0.6782000000000004
CZK,USD,0.04244482173174873,Česká spořitelna,2019-05-19,0.0433121,0.0008672782682512675
EUR,CZK,25.0359,Komerční banka,2019-05-19,25.7595,0.7235999999999976
CZK,EUR,0.03776677505731108,Komerční banka,2019-05-19,0.0388206,0.0010538249426889149
GBP,CZK,28.5782,Komerční banka,2019-05-19,29.3706,0.7924000000000007
CZK,GBP,0.033085632233346346,Komerční banka,2019-05-19,0.0340476,0.0009619677666536514
USD,CZK,22.4289,Komerční banka,2019-05-19,23.0882,0.6593000000000018
CZK,USD,0.042156738754689935,Komerční banka,2019-05-19,0.0433121,0.0011553612453100645
AUD,CZK,15.4235,Komerční banka,2019-05-19,15.8558,0.4322999999999997
CZK,AUD,0.061304185236726115,Komerční banka,2019-05-19,0.0630683,0.0017641147632738788
BGN,CZK,12.8009,Komerční banka,2019-05-19,13.1695,0.36859999999999893
CZK,BGN,0.07386451770163167,Komerční banka,2019-05-19,0.0759328,0.0020682822983683208
CAD,CZK,16.6423,Komerční banka,2019-05-19,17.1443,0.5020000000000024
CZK,CAD,0.056814630903750336,Komerční banka,2019-05-19,0.0583284,0.001513769096249666
CNY,CZK,3.1391,Komerční banka,2019-05-19,3.3370900000000003,0.19799000000000033
CZK,CNY,0.2830696068163161,Komerční banka,2019-05-19,0.299662,0.016592393183683884
DKK,CZK,3.3525,Komerční banka,2019-05-19,3.44936,0.09685999999999995
CZK,DKK,0.2820317567758129,Komerční banka,2019-05-19,0.28990900000000003,0.007877243224187147
HRK,CZK,3.3712,Komerční banka,2019-05-19,3.46849,0.0972900000000001
CZK,HRK,0.28047343916531103,Komerční banka,2019-05-19,0.28831,0.007836560834688977
HUF,CZK,0.076788,Komerční banka,2019-05-19,0.07896,0.0021720000000000073
CZK,HUF,12.313451214106287,Komerční banka,2019-05-19,12.6646,0.351148785893713
CHF,CZK,22.1316,Komerční banka,2019-05-19,22.8354,0.7038000000000011
CZK,CHF,0.042552105052636964,Komerční banka,2019-05-19,0.0437916,0.001239494947363036
JPY,CZK,0.203797,Komerční banka,2019-05-19,0.20976799999999998,0.005970999999999976
CZK,JPY,4.6210080266909435,Komerční banka,2019-05-19,4.76717,0.14616197330905667
NOK,CZK,2.5535,Komerční banka,2019-05-19,2.6247700000000003,0.07127000000000017
CZK,NOK,0.3702743733106232,Komerční banka,2019-05-19,0.380986,0.010711626689376808
PLN,CZK,5.8164,Komerční banka,2019-05-19,5.98147,0.16507000000000005
CZK,PLN,0.1625646194362259,Komerční banka,2019-05-19,0.167183,0.004618380563774088
RON,CZK,5.2576,Komerční banka,2019-05-19,5.41041,0.15280999999999967
CZK,RON,0.17983670826889184,Komerční banka,2019-05-19,0.184829,0.004992291731108156
RUB,CZK,0.329221,Komerční banka,2019-05-19,0.356577,0.02735599999999999
CZK,RUB,2.608384914145011,Komerční banka,2019-05-19,2.80444,0.1960550858549892
SEK,CZK,2.3273,Komerční banka,2019-05-19,2.39452,0.06721999999999984
CZK,SEK,0.4062893592816804,Komerční banka,2019-05-19,0.417621,0.011331640718319602
TRY,CZK,3.7066,Komerční banka,2019-05-19,3.8130800000000002,0.10648000000000035
CZK,TRY,0.2550890260700985,Komerční banka,2019-05-19,0.262255,0.007165973929901537
AUD,CZK,15.383,Raiffeisenbank,2019-05-19,15.8558,0.4728000000000012
CZK,AUD,0.061046334167633234,Raiffeisenbank,2019-05-19,0.0630683,0.0020219658323667594
BGN,CZK,12.737,Raiffeisenbank,2019-05-19,13.1695,0.4324999999999992
CZK,BGN,0.0737354372511429,Raiffeisenbank,2019-05-19,0.0759328,0.0021973627488570957
CAD,CZK,16.602999999999998,Raiffeisenbank,2019-05-19,17.1443,0.5413000000000032
CZK,CAD,0.05656428531025511,Raiffeisenbank,2019-05-19,0.0583284,0.0017641146897448903
CHF,CZK,22.064,Raiffeisenbank,2019-05-19,22.8354,0.7713999999999999
CZK,CHF,0.04256405890865753,Raiffeisenbank,2019-05-19,0.0437916,0.001227541091342467
CNY,CZK,3.2110000000000003,Raiffeisenbank,2019-05-19,3.3370900000000003,0.12609000000000004
CZK,CNY,0.28776978417266186,Raiffeisenbank,2019-05-19,0.299662,0.011892215827338126
DKK,CZK,3.3360000000000003,Raiffeisenbank,2019-05-19,3.44936,0.11335999999999968
CZK,DKK,0.28153153153153154,Raiffeisenbank,2019-05-19,0.28990900000000003,0.008377468468468485
EUR,CZK,24.951,Raiffeisenbank,2019-05-19,25.7595,0.8084999999999987
CZK,EUR,0.03775151949865982,Raiffeisenbank,2019-05-19,0.0388206,0.0010690805013401777
GBP,CZK,28.516,Raiffeisenbank,2019-05-19,29.3706,0.8546000000000014
CZK,GBP,0.03293373732051113,Raiffeisenbank,2019-05-19,0.0340476,0.0011138626794888681
HRK,CZK,3.3539999999999996,Raiffeisenbank,2019-05-19,3.46849,0.11449000000000042
CZK,HRK,0.2800336040324839,Raiffeisenbank,2019-05-19,0.28831,0.008276395967516115
HUF,CZK,0.07672000000000001,Raiffeisenbank,2019-05-19,0.07896,0.002239999999999992
CZK,HUF,12.239902080783356,Raiffeisenbank,2019-05-19,12.6646,0.42469791921664424
JPY,CZK,0.20279,Raiffeisenbank,2019-05-19,0.20976799999999998,0.006977999999999984
CZK,JPY,4.631130458945028,Raiffeisenbank,2019-05-19,4.76717,0.13603954105497174
NOK,CZK,2.553,Raiffeisenbank,2019-05-19,2.6247700000000003,0.07177000000000033
CZK,NOK,0.3677822728944465,Raiffeisenbank,2019-05-19,0.380986,0.013203727105553509
NZD,CZK,14.600999999999999,Raiffeisenbank,2019-05-19,15.0408,0.43980000000000175
CZK,NZD,0.06432109088570141,Raiffeisenbank,2019-05-19,0.06648580000000001,0.002164709114298599
PLN,CZK,5.792999999999999,Raiffeisenbank,2019-05-19,5.98147,0.18847000000000058
CZK,PLN,0.16210082671421625,Raiffeisenbank,2019-05-19,0.167183,0.005082173285783753
RON,CZK,5.231,Raiffeisenbank,2019-05-19,5.41041,0.17940999999999985
CZK,RON,0.17953321364452424,Raiffeisenbank,2019-05-19,0.184829,0.005295786355475757
RUB,CZK,0.3454,Raiffeisenbank,2019-05-19,0.356577,0.011176999999999992
CZK,RUB,2.718868950516585,Raiffeisenbank,2019-05-19,2.80444,0.08557104948341498
SEK,CZK,2.3169999999999997,Raiffeisenbank,2019-05-19,2.39452,0.07752000000000026
CZK,SEK,0.40535062829347385,Raiffeisenbank,2019-05-19,0.417621,0.012270371706526173
TRY,CZK,3.69,Raiffeisenbank,2019-05-19,3.8130800000000002,0.1230800000000003
CZK,TRY,0.2544529262086514,Raiffeisenbank,2019-05-19,0.262255,0.007802073791348618
USD,CZK,22.311999999999998,Raiffeisenbank,2019-05-19,23.0882,0.7762000000000029
CZK,USD,0.042215467747382635,Raiffeisenbank,2019-05-19,0.0433121,0.0010966322526173647
AUD,CZK,15.47325,Fio banka,2019-05-19,15.8558,0.38255000000000017
CZK,AUD,0.06147505711032805,Fio banka,2019-05-19,0.0630683,0.001593242889671942
CAD,CZK,16.69687,Fio banka,2019-05-19,17.1443,0.44743000000000066
CZK,CAD,0.0569698965369709,Fio banka,2019-05-19,0.0583284,0.0013585034630291051
DKK,CZK,3.36326,Fio banka,2019-05-19,3.44936,0.08610000000000007
CZK,DKK,0.2828262259102762,Fio banka,2019-05-19,0.28990900000000003,0.007082774089723853
EUR,CZK,25.11307,Fio banka,2019-05-19,25.7595,0.6464299999999987
CZK,EUR,0.03787745355940113,Fio banka,2019-05-19,0.0388206,0.0009431464405988688
GBP,CZK,28.6689,Fio banka,2019-05-19,29.3706,0.7016999999999989
CZK,GBP,0.033179480084182984,Fio banka,2019-05-19,0.0340476,0.000868119915817013
HRK,CZK,3.3817800000000005,Fio banka,2019-05-19,3.46849,0.08670999999999962
CZK,HRK,0.2812765454739791,Fio banka,2019-05-19,0.28831,0.007033454526020888
HUF,CZK,0.07704,Fio banka,2019-05-19,0.07896,0.001920000000000005
CZK,HUF,12.345679012345679,Fio banka,2019-05-19,12.6646,0.3189209876543213
CHF,CZK,22.24267,Fio banka,2019-05-19,22.8354,0.5927299999999995
CZK,CHF,0.042765508590949186,Fio banka,2019-05-19,0.0437916,0.0010260914090508139
JPY,CZK,0.20479,Fio banka,2019-05-19,0.20976799999999998,0.0049779999999999824
CZK,JPY,4.644466118619665,Fio banka,2019-05-19,4.76717,0.12270388138033539
NOK,CZK,2.56278,Fio banka,2019-05-19,2.6247700000000003,0.06199000000000021
CZK,NOK,0.3711649382752708,Fio banka,2019-05-19,0.380986,0.009821061724729185
PLN,CZK,5.8344,Fio banka,2019-05-19,5.98147,0.14707000000000026
CZK,PLN,0.16303612391397562,Fio banka,2019-05-19,0.167183,0.004146876086024376
RUB,CZK,0.34585,Fio banka,2019-05-19,0.356577,0.010726999999999987
CZK,RUB,2.722940776038121,Fio banka,2019-05-19,2.80444,0.08149922396187925
SEK,CZK,2.3346299999999998,Fio banka,2019-05-19,2.39452,0.05989000000000022
CZK,SEK,0.4074365315742941,Fio banka,2019-05-19,0.417621,0.010184468425705917
USD,CZK,22.49715,Fio banka,2019-05-19,23.0882,0.5910499999999992
CZK,USD,0.04228176057868509,Fio banka,2019-05-19,0.0433121,0.0010303394213149117
PLN,CZK,5.805,mBank,2019-05-19,5.98147,0.17647000000000013
CZK,PLN,0.16223231667748214,mBank,2019-05-19,0.167183,0.004950683322517857
USD,CZK,22.3827,mBank,2019-05-19,23.0882,0.7055000000000007
CZK,USD,0.04207496918008508,mBank,2019-05-19,0.0433121,0.0012371308199149167
AUD,CZK,15.3912,mBank,2019-05-19,15.8558,0.4646000000000008
CZK,AUD,0.06118752753438739,mBank,2019-05-19,0.0630683,0.0018807724656126068
CAD,CZK,16.608,mBank,2019-05-19,17.1443,0.5363000000000007
CZK,CAD,0.05670412919468795,mBank,2019-05-19,0.0583284,0.0016242708053120503
EUR,CZK,24.985,mBank,2019-05-19,25.7595,0.7744999999999997
CZK,EUR,0.03769260923318156,mBank,2019-05-19,0.0388206,0.0011279907668184375
HUF,CZK,0.07665,mBank,2019-05-19,0.07896,0.0023100000000000065
CZK,HUF,12.286219775899351,mBank,2019-05-19,12.6646,0.3783802241006491
GBP,CZK,28.5202,mBank,2019-05-19,29.3706,0.8504000000000005
CZK,GBP,0.033020300880981616,mBank,2019-05-19,0.0340476,0.0010272991190183808
JPY,CZK,0.203737,mBank,2019-05-19,0.20976799999999998,0.006030999999999981
CZK,JPY,4.622375068757829,mBank,2019-05-19,4.76717,0.14479493124217147
DKK,CZK,3.3457,mBank,2019-05-19,3.44936,0.10366000000000009
CZK,DKK,0.2814760604610578,mBank,2019-05-19,0.28990900000000003,0.008432939538942252
CHF,CZK,22.1308,mBank,2019-05-19,22.8354,0.7045999999999992
CZK,CHF,0.04255355364726508,mBank,2019-05-19,0.0437916,0.0012380463527349173
NOK,CZK,2.5487,mBank,2019-05-19,2.6247700000000003,0.07607000000000008
CZK,NOK,0.3695081846062889,mBank,2019-05-19,0.380986,0.011477815393711066
SEK,CZK,2.3227,mBank,2019-05-19,2.39452,0.07181999999999977
CZK,SEK,0.405465677330414,mBank,2019-05-19,0.417621,0.012155322669586022
USD,EUR,0.8826904404625298,Slovenská sporiteľňa,2019-05-19,0.8963,0.013609559537470228
EUR,USD,1.0994,Slovenská sporiteľňa,2019-05-19,1.1157,0.01629999999999998
CZK,EUR,0.03824969400244798,Slovenská sporiteľňa,2019-05-19,0.0388206,0.0005709059975520167
EUR,CZK,25.371,Slovenská sporiteľňa,2019-05-19,25.7595,0.3885000000000005
PLN,EUR,0.22890104607778056,Slovenská sporiteľňa,2019-05-19,0.232204,0.003302953922219437
EUR,PLN,4.2395,Slovenská sporiteľňa,2019-05-19,4.30655,0.06705000000000005
HRK,EUR,0.13266118333775534,Slovenská sporiteľňa,2019-05-19,0.134649,0.0019878166622446514
EUR,HRK,7.3153,Slovenská sporiteľňa,2019-05-19,7.426710000000001,0.11141000000000112
HUF,EUR,0.003022243713733076,Slovenská sporiteľňa,2019-05-19,0.00306528,4.3036286266924e-05
EUR,HUF,321.11,Slovenská sporiteľňa,2019-05-19,326.235,5.125
BGN,EUR,0.5037529595486373,Slovenská sporiteľňa,2019-05-19,0.51125,0.00749704045136268
EUR,BGN,1.9265,Slovenská sporiteľňa,2019-05-19,1.9559900000000001,0.029490000000000016
GBP,EUR,1.1242270938729624,Slovenská sporiteľňa,2019-05-19,1.14019,0.015962906127037657
EUR,GBP,0.8632,Slovenská sporiteľňa,2019-05-19,0.87705,0.013850000000000029
CHF,EUR,0.8728288382648163,Slovenská sporiteľňa,2019-05-19,0.8864860000000001,0.013657161735183831
EUR,CHF,1.1119,Slovenská sporiteľňa,2019-05-19,1.12805,0.016149999999999887
AUD,EUR,0.6066120715802245,Slovenská sporiteľňa,2019-05-19,0.615533,0.008920928419775542
EUR,AUD,1.5997,Slovenská sporiteľňa,2019-05-19,1.62461,0.02491000000000021
CAD,EUR,0.6546216286986122,Slovenská sporiteľňa,2019-05-19,0.665552,0.010930371301387853
EUR,CAD,1.4825,Slovenská sporiteľňa,2019-05-19,1.50251,0.020010000000000083
RUB,EUR,0.01362620591922385,Slovenská sporiteľňa,2019-05-19,0.013842600000000002,0.00021639408077615135
EUR,RUB,71.219,Slovenská sporiteľňa,2019-05-19,72.241,1.0220000000000056
JPY,EUR,0.008039877793857534,Slovenská sporiteľňa,2019-05-19,0.00814332,0.00010344220614246641
EUR,JPY,120.71,Slovenská sporiteľňa,2019-05-19,122.8,2.0900000000000034
NOK,EUR,0.1004237883869931,Slovenská sporiteľňa,2019-05-19,0.101895,0.0014712116130068953
EUR,NOK,9.6634,Slovenská sporiteľňa,2019-05-19,9.814,0.15060000000000073
DKK,EUR,0.13192960236417847,Slovenská sporiteľňa,2019-05-19,0.133906,0.001976397635821525
EUR,DKK,7.3557,Slovenská sporiteľňa,2019-05-19,7.4679,0.11220000000000052
SEK,EUR,0.09154155986818016,Slovenská sporiteľňa,2019-05-19,0.0929567,0.001415140131819842
EUR,SEK,10.600999999999999,Slovenská sporiteľňa,2019-05-19,10.7577,0.15670000000000073
RON,EUR,0.2069022593726724,Slovenská sporiteľňa,2019-05-19,0.210035,0.0031327406273276015
EUR,RON,4.6903,Slovenská sporiteľňa,2019-05-19,4.7611,0.0708000000000002
CNY,EUR,0.12760310330747246,Slovenská sporiteľňa,2019-05-19,0.129548,0.0019448966925275368
EUR,CNY,7.6052,Slovenská sporiteľňa,2019-05-19,7.7191399999999994,0.11393999999999949
HKD,EUR,0.11245052177042103,Slovenská sporiteľňa,2019-05-19,0.11418199999999999,0.0017314782295789616
EUR,HKD,8.63,Slovenská sporiteľňa,2019-05-19,8.75797,0.12796999999999947
TRY,EUR,0.1457917219460279,Slovenská sporiteľňa,2019-05-19,0.148026,0.002234278053972083
EUR,TRY,6.6564,Slovenská sporiteľňa,2019-05-19,6.755560000000001,0.09916000000000125
AUD,EUR,0.6086797735711242,VÚB banka,2019-05-19,0.615533,0.006853226428875758
EUR,AUD,1.5943,VÚB banka,2019-05-19,1.62461,0.03031000000000006
BGN,EUR,0.5029928072028571,VÚB banka,2019-05-19,0.51125,0.008257192797142876
EUR,BGN,1.9255,VÚB banka,2019-05-19,1.9559900000000001,0.030490000000000128
CAD,EUR,0.6568575932737782,VÚB banka,2019-05-19,0.665552,0.008694406726221793
EUR,CAD,1.4774,VÚB banka,2019-05-19,1.50251,0.025109999999999966
CNY,EUR,0.12680378382490934,VÚB banka,2019-05-19,0.129548,0.002744216175090658
EUR,CNY,7.5016,VÚB banka,2019-05-19,7.7191399999999994,0.21753999999999962
CZK,EUR,0.03833473894042782,VÚB banka,2019-05-19,0.0388206,0.0004858610595721777
EUR,CZK,25.315,VÚB banka,2019-05-19,25.7595,0.4444999999999979
DKK,EUR,0.13216324804398394,VÚB banka,2019-05-19,0.133906,0.0017427519560160587
EUR,DKK,7.3678,VÚB banka,2019-05-19,7.4679,0.1001000000000003
GBP,EUR,1.1280315848843767,VÚB banka,2019-05-19,1.14019,0.012158415115623322
EUR,GBP,0.8603,VÚB banka,2019-05-19,0.87705,0.016750000000000043
HRK,EUR,0.1326981515147494,VÚB banka,2019-05-19,0.134649,0.0019508484852505947
EUR,HRK,7.3131,VÚB banka,2019-05-19,7.426710000000001,0.11361000000000043
HUF,EUR,0.003038128512836093,VÚB banka,2019-05-19,0.00306528,2.7151487163907303e-05
EUR,HUF,319.42,VÚB banka,2019-05-19,326.235,6.814999999999998
CHF,EUR,0.8739730816290857,VÚB banka,2019-05-19,0.8864860000000001,0.012512918370914394
EUR,CHF,1.1142,VÚB banka,2019-05-19,1.12805,0.013849999999999918
JPY,EUR,0.008031483414986747,VÚB banka,2019-05-19,0.00814332,0.00011183658501325369
EUR,JPY,121.24,VÚB banka,2019-05-19,122.8,1.5600000000000023
NOK,EUR,0.10103051121438676,VÚB banka,2019-05-19,0.101895,0.0008644887856132377
EUR,NOK,9.606,VÚB banka,2019-05-19,9.814,0.20800000000000018
PLN,EUR,0.2291843329589989,VÚB banka,2019-05-19,0.232204,0.003019667041001095
EUR,PLN,4.2343,VÚB banka,2019-05-19,4.30655,0.07224999999999948
RON,EUR,0.20693222969477496,VÚB banka,2019-05-19,0.210035,0.0031027703052250444
EUR,RON,4.6897,VÚB banka,2019-05-19,4.7611,0.07139999999999969
RUB,EUR,0.013478905512872357,VÚB banka,2019-05-19,0.013842600000000002,0.000363694487127645
EUR,RUB,69.868,VÚB banka,2019-05-19,72.241,2.3730000000000047
SEK,EUR,0.09179364787956673,VÚB banka,2019-05-19,0.0929567,0.0011630521204332722
EUR,SEK,10.609000000000002,VÚB banka,2019-05-19,10.7577,0.14869999999999806
TRY,EUR,0.14112533340860015,VÚB banka,2019-05-19,0.148026,0.0069006665913998455
EUR,TRY,6.4111,VÚB banka,2019-05-19,6.755560000000001,0.34446000000000065
USD,EUR,0.8791208791208791,VÚB banka,2019-05-19,0.8963,0.01717912087912088
EUR,USD,1.0983,VÚB banka,2019-05-19,1.1157,0.01739999999999986
AUD,EUR,0.6066488716330988,Tatra banka,2019-05-19,0.615533,0.008884128366901223
EUR,AUD,1.5996,Tatra banka,2019-05-19,1.62461,0.0250100000000002
CZK,EUR,0.03825847425204683,Tatra banka,2019-05-19,0.0388206,0.0005621257479531683
EUR,CZK,25.366,Tatra banka,2019-05-19,25.7595,0.3934999999999995
HRK,EUR,0.13264534613803075,Tatra banka,2019-05-19,0.134649,0.00200365386196924
EUR,HRK,7.3161,Tatra banka,2019-05-19,7.426710000000001,0.11061000000000121
DKK,EUR,0.13192264056357353,Tatra banka,2019-05-19,0.133906,0.0019833594364264684
EUR,DKK,7.3562,Tatra banka,2019-05-19,7.4679,0.11169999999999991
JPY,EUR,0.008039877793857534,Tatra banka,2019-05-19,0.00814332,0.00010344220614246641
EUR,JPY,120.7,Tatra banka,2019-05-19,122.8,2.0999999999999943
ZAR,EUR,0.061329751675835466,Tatra banka,2019-05-19,0.06206319999999999,0.0007334483241645262
EUR,ZAR,15.8233,Tatra banka,2019-05-19,16.1126,0.2893000000000008
CAD,EUR,0.6531678641410843,Tatra banka,2019-05-19,0.665552,0.012384135858915735
EUR,CAD,1.4858,Tatra banka,2019-05-19,1.50251,0.016710000000000003
HUF,EUR,0.0030216957756693053,Tatra banka,2019-05-19,0.00306528,4.35842243306948e-05
EUR,HUF,321.16,Tatra banka,2019-05-19,326.235,5.074999999999989
NOK,EUR,0.10047120997478172,Tatra banka,2019-05-19,0.101895,0.00142379002521828
EUR,NOK,9.6589,Tatra banka,2019-05-19,9.814,0.1551000000000009
PLN,EUR,0.22888532845044635,Tatra banka,2019-05-19,0.232204,0.003318671549553648
EUR,PLN,4.2398,Tatra banka,2019-05-19,4.30655,0.06674999999999986
RON,EUR,0.2068808573142727,Tatra banka,2019-05-19,0.210035,0.003154142685727307
EUR,RON,4.6909,Tatra banka,2019-05-19,4.7611,0.07019999999999982
RUB,EUR,0.013188436378982907,Tatra banka,2019-05-19,0.013842600000000002,0.0006541636210170947
EUR,RUB,68.602,Tatra banka,2019-05-19,72.241,3.638999999999996
CHF,EUR,0.8727526618956188,Tatra banka,2019-05-19,0.8864860000000001,0.013733338104381265
EUR,CHF,1.112,Tatra banka,2019-05-19,1.12805,0.016049999999999898
SEK,EUR,0.09153318077803203,Tatra banka,2019-05-19,0.0929567,0.0014235192219679699
EUR,SEK,10.602,Tatra banka,2019-05-19,10.7577,0.1556999999999995
TRY,EUR,0.14572161342970388,Tatra banka,2019-05-19,0.148026,0.0023043865702961075
EUR,TRY,6.6596,Tatra banka,2019-05-19,6.755560000000001,0.09596000000000071
USD,EUR,0.8817564588660611,Tatra banka,2019-05-19,0.8963,0.014543541133938853
EUR,USD,1.095,Tatra banka,2019-05-19,1.1157,0.02069999999999994
GBP,EUR,1.124985937675779,Tatra banka,2019-05-19,1.14019,0.015204062324221113
